Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
44,10,20,25.8108,19.564,9.29352,5.06945,3,1,1,8,4,10,150,100,100
45,10,20,25.8029,20.0183,10.7961,5.08912,1,1,2,8,9,11,50,100,50
46,10,20,25.8102,20.5231,10.7654,5.27327,1,1,2,9,3,7,100,150,100
47,11.1118,20,25.8175,18.9073,9.7992,5.11124,2,3,2,9,4,3,50,150,100
48,10,20,25.6731,18.976,9.38967,2.80374,2,2,1,9,5,1,50,150,150
49,10,20,25.7922,19.9197,10.4145,5.26466,1,3,2,9,7,10,100,150,100
50,10,20,25.8009,19.9325,10.0211,5.08208,2,3,3,9,7,10,150,150,100
51,11.1299,20,25.8054,19.134,9.56299,5.0308,3,3,3,9,8,2,50,50,150
52,10,20,25.7876,19.4615,9.41704,5.12614,1,2,2,10,1,9,50,150,100
53,11.1143,20,25.8105,18.7419,10.2766,5.52301,2,3,3,10,6,7,150,50,150
54,11.1131,20,25.7767,18.606,9.86633,4.86565,2,2,3,10,7,8,150,150,150
55,12.2364,20,25.7842,18.5449,9.59757,5.4567,3,2,1,10,9,2,100,50,100
56,11.1273,20,25.7842,19.2928,10.1732,5.15438,1,2,1,11,2,6,100,150,100
57,12.1853,20,25.7907,17.9448,10.0678,5.12886,2,3,1,11,6,6,100,150,100
58,13.2601,20,25.8005,17.3463,9.33367,5.47299,3,1,1,11,6,10,150,100,100
59,11.1162,20,25.7745,18.1971,10.9316,4.91958,1,3,2,11,7,5,100,150,150
60,12.2079,20,25.8088,18.001,10.5955,5.24791,2,1,3,11,11,12,50,150,150
61,14.3245,20,25.8068,15.9877,10.2148,4.95446,3,2,2,11,12,8,100,50,150
62,14.2815,20,25.7985,16.2351,9.13978,5.47112,3,2,3,12,1,2,150,100,150
63,13.2448,20,25.7852,16.9034,10.3093,4.70908,1,3,2,12,1,12,150,100,150
64,13.2678,20,25.8282,17.1315,10.2082,4.95627,1,2,3,12,4,1,50,50,150
65,14.2681,20,25.7714,15.6316,10.9886,4.59696,3,3,1,12,4,11,50,150,100
66,13.2443,20,25.7971,16.2001,10.32,4.60829,2,3,1,12,8,4,100,100,50
67,13.2557,20,26.0784,16.9031,10.1488,7.27273,1,3,1,12,10,1,50,50,50
68,14.2692,20,25.784,15.4258,11.245,5.08799,2,2,2,12,11,11,100,100,150
