Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
48,20.6298,20.7344,20.7421,10.3131,9.28611,10.0965,3,3,1,9,8,9,100,100,150
49,20.81,20.6957,20.8753,9.68051,10.9366,11.0895,3,1,3,9,10,2,150,50,50
50,20.6815,20.6565,20.8144,10.7126,9.98162,10.6395,2,3,3,9,10,12,50,150,100
51,20.8026,20.7852,20.7692,10.1298,10.9832,11.9355,2,2,3,9,12,1,100,100,100
52,20.7851,20.717,20.6925,10.8786,10.1336,10.1574,3,2,3,9,12,6,100,100,100
53,20.7225,20.7379,20.7178,10.01,10.4536,11.2088,2,3,2,10,2,2,50,100,150
54,20.7673,20.5144,20.7635,9.917,9.73952,10.533,2,2,1,10,2,5,100,150,150
55,20.7616,20.8144,20.7175,10.3557,10.5916,10.1295,1,2,1,10,4,6,50,50,150
56,20.824,20.6728,20.7155,11.0327,10.3207,10.5128,2,1,1,10,5,11,50,150,100
57,20.8273,20.5354,20.5683,10.4549,9.69116,10.4333,3,3,1,10,7,4,100,150,150
58,20.8935,20.7558,20.5513,10.1398,10.3116,11.169,3,2,3,10,10,9,50,150,150
59,20.7103,20.7452,20.7537,10.5256,10.5195,9.37819,3,2,3,10,11,2,150,150,100
60,20.6597,20.7878,20.7936,10.6165,9.83645,10.6941,2,2,2,11,12,8,150,50,50
61,20.7574,21.0753,20.6256,9.9662,7.92079,10.0236,3,1,3,12,1,8,150,100,50
62,20.6884,20.8664,20.7619,10.4325,9.51896,11.0852,2,1,2,12,6,7,150,100,50
63,20.893,20.7965,20.5529,10.6361,9.8114,10.9666,3,3,2,12,7,6,100,100,100
