Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
40,10,20,25.7777,20.1945,9.6617,4.84742,1,1,1,7,10,12,50,150,150
41,11.1249,20,25.7787,19.521,11.9342,5.25518,3,2,3,8,1,6,50,100,100
42,10,20,25.79,19.182,9.06863,4.97308,3,1,3,8,3,9,50,100,50
43,10,20,25.7898,20.2767,10.1645,5.3152,2,1,2,8,4,3,100,50,150
44,10,20,25.8116,19.5562,9.36455,5.09709,3,1,1,8,4,10,150,100,100
45,10,20,25.8032,20.022,10.7887,5.09505,1,1,2,8,9,11,50,100,50
46,10,20,25.8099,20.5021,10.7514,5.28856,1,1,2,9,3,7,100,150,100
47,10,20,25.8223,19.9712,9.62412,5.19713,2,3,2,9,4,3,50,150,100
48,10,20,25.7759,19.063,9.37402,4.13223,2,2,1,9,5,1,50,150,150
49,10,20,25.7931,19.926,10.4136,5.2842,1,3,2,9,7,10,100,150,100
50,10,20,25.7999,19.9262,10.019,5.05837,2,3,3,9,7,10,150,150,100
51,11.1314,20,25.7917,19.1445,9.58829,4.9505,3,3,3,9,8,2,50,50,150
52,10,20,25.7871,19.4755,9.42408,5.10693,1,2,2,10,1,9,50,150,100
53,12.1887,20,25.807,17.8039,10.3616,5.45838,2,3,3,10,6,7,150,50,150
54,11.1152,20,25.7793,18.6426,9.88126,4.86328,2,2,3,10,7,8,150,150,150
55,12.2354,20,25.7811,18.5838,9.56884,5.46512,3,2,1,10,9,2,100,50,100
56,11.1281,20,25.7848,19.259,10.1184,5.16539,1,2,1,11,2,6,100,150,100
57,12.1855,20,25.7899,17.9352,10.0627,5.12363,2,3,1,11,6,6,100,150,100
58,13.2589,20,25.7975,17.3397,9.34699,5.42013,3,1,1,11,6,10,150,100,100
59,11.1158,20,25.7845,18.1713,10.8511,5.11111,1,3,2,11,7,5,100,150,150
60,12.2074,20,25.8102,18.0085,10.599,5.25822,2,1,3,11,11,12,50,150,150
61,13.2891,20,25.8167,17.0782,10.1647,5.11188,3,2,2,11,12,8,100,50,150
62,14.2819,20,25.8132,16.2074,8.78049,5.69948,3,2,3,12,1,2,150,100,150
63,13.2457,20,25.7846,16.9074,9.96785,4.71309,1,3,2,12,1,12,150,100,150
64,12.2001,20,25.7009,18.2735,9.82326,3.02115,1,2,3,12,4,1,50,50,150
65,14.2672,20,25.7714,15.6304,11.0345,4.60111,3,3,1,12,4,11,50,150,100
66,14.2605,20,25.8252,15.337,10.0712,5.10888,2,3,1,12,8,4,100,100,50
67,12.1991,20,25.977,17.8634,10.263,5.43478,1,3,1,12,10,1,50,50,50
68,13.2367,20,25.794,16.5342,11.0611,5.25977,2,2,2,12,11,11,100,100,150
