Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
26,20.7316,20.6962,20.6701,9.71737,10.4181,10.3463,2,2,1,5,12,4,50,50,100
27,20.6009,20.5128,20.4295,10.0101,9.60265,8.70098,2,3,1,6,1,2,50,50,50
28,20.8314,21.255,20.7056,10.202,10.5137,10.2794,1,1,2,6,2,12,100,50,100
29,20.6786,20.763,20.649,10.2731,9.74294,10.5376,3,2,2,6,5,2,100,50,150
30,20.7284,20.8238,20.6464,10.2321,10.9072,9.84665,2,2,3,6,6,9,100,50,100
31,20.7201,20.81,20.7969,10.8128,10.1771,10.2721,3,1,3,6,7,7,150,100,150
32,20.7878,20.7411,20.6945,10.3457,10.6916,10.5405,3,3,3,6,7,8,150,150,50
33,20.5318,20.7464,21.0059,10.2336,10.3822,11.9792,3,1,2,6,8,1,100,150,50
34,20.945,20.8164,20.5529,10.759,9.90226,10.9617,1,3,1,6,11,6,50,50,100
35,20.9114,20.7997,20.2941,9.96432,10.4233,17.0732,1,2,1,6,12,1,50,50,100
36,20.9637,20.6564,20.7246,10.7619,10.041,10.6559,3,3,3,6,12,7,150,50,150
37,20.7628,20.6524,21.0772,11.2914,10.6138,11.1704,2,1,2,7,6,4,150,100,100
38,20.7362,20.8502,20.2426,10.7401,10.7257,8.84422,1,3,3,7,11,2,100,50,50
39,20.726,20.7745,20.7547,10.3691,10.4773,10.4088,1,2,2,7,11,5,150,50,100
40,20.6457,20.4779,20.6904,10.396,11.1111,9.91254,3,3,3,8,1,2,150,50,100
41,20.6641,20.691,20.7852,10.3913,10.0418,9.52995,2,3,2,8,3,12,150,50,50
42,20.8523,20.6262,20.8246,10.4488,9.93266,10.8364,3,1,1,8,4,9,100,150,150
43,20.9702,20.6457,20.6431,10.6569,10.0636,10.689,1,3,1,8,4,11,150,50,150
44,20.6817,20.8409,20.6946,10.104,10.0815,10.4237,3,1,2,8,6,12,150,50,100
45,20.7078,20.8586,20.8065,10.3842,10.6527,10.0906,3,2,2,8,9,3,100,150,100
46,20.8236,20.674,20.6922,10.1618,10.5385,9.44882,3,3,3,8,11,5,100,50,100
47,20.6646,20.6769,20.7636,10.3504,10.1885,10.6944,2,2,3,9,7,5,50,50,150
48,20.8166,20.6093,20.6968,10.3025,9.53171,10.1356,3,3,1,9,8,9,100,100,150
49,20.772,20.8623,20.7816,10.306,10.3721,10.031,3,1,3,9,10,2,150,50,50
50,20.8763,20.7129,20.673,10.1687,10.3743,10.3042,2,3,3,9,10,12,50,150,100
51,20.7793,20.7646,20.3409,10.5382,10.6478,12.5828,2,2,3,9,12,1,100,100,100
52,20.6417,20.7744,20.8189,10.5627,10.254,9.86581,3,2,3,9,12,6,100,100,100
53,20.8506,20.2697,20.8894,10.3015,10.6075,8.77193,2,3,2,10,2,2,50,100,150
54,20.7624,20.5057,20.8046,9.8879,11.4222,11.0827,2,2,1,10,2,5,100,150,150
55,20.5832,20.8073,20.9463,10.549,10.6926,9.78593,1,2,1,10,4,6,50,50,150
56,20.7922,20.6308,20.8071,10.8201,10.3842,10.506,2,1,1,10,5,11,50,150,100
57,20.7342,20.5544,20.986,10.074,10.6533,10.1218,3,3,1,10,7,4,100,150,150
58,20.834,20.7641,20.6421,10.6019,10.5383,10.4369,3,2,3,10,10,9,50,150,150
59,20.6133,20.7724,20.7301,10.5712,10.1693,10.6719,3,2,3,10,11,2,150,150,100
60,20.6259,20.7229,20.7677,9.97937,10.7252,10.5302,2,2,2,11,12,8,150,50,50
61,20.7523,20.1053,20.6908,9.89383,12.037,10.0386,3,1,3,12,1,8,150,100,50
62,20.887,20.673,20.6822,10.8446,9.73564,9.66091,2,1,2,12,6,7,150,100,50
63,20.8616,20.6213,20.6691,11.0683,9.71416,9.84151,3,3,2,12,7,6,100,100,100
