Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift,AveragePacketCost,TotalPackets,TotalCost,
1,19.7222,20.6259,20.5766,10,9.74212,10.3626,1,3,2,1,4,6,150,50,150,0.0216785,5763,265840
2,20.3361,20.7238,19.6739,10.6223,10.16,14.0187,2,1,1,2,6,1,50,100,100,0.0215057,4462,207480
3,20.6024,20.8499,20.8421,11.5976,10.0578,10.784,1,3,2,2,6,12,150,150,50,0.0212486,11960,562860
4,20.8025,20.6194,20.9375,11.1991,10.0748,9.43396,2,3,2,2,10,1,150,50,150,0.0217378,7225,332370
5,20.8663,21.3187,20.6391,9.33828,12.5,9.29952,2,1,1,3,1,2,150,100,50,0.0214359,2308,107670
6,20.8905,20.8587,20.6719,10.0297,10.4389,9.85018,3,1,1,3,7,5,100,50,150,0.0213476,8548,400420
7,20.9392,20.7913,20.6579,9.29814,10.1047,10.1482,2,1,3,3,7,9,50,50,50,0.0214192,11298,527470
8,20.4975,20.7863,20.7843,10.3643,10.8951,10.1133,1,2,1,3,10,4,150,50,50,0.0214108,9801,457760
9,20.8914,21.1397,20.6581,9.83675,6.2069,10.424,2,3,3,4,1,9,50,150,50,0.0214024,8003,373930
10,20.8453,20.8508,20.5289,11.3068,11.965,10.6593,3,3,2,4,2,2,150,50,100,0.0213293,3883,182050
11,20.5271,21.16,20.8135,10.8501,10.3943,10.4907,1,1,2,4,2,10,100,100,50,0.0213962,9057,423300
12,20.6657,20.7125,20.6385,9.7479,10.2227,9.22725,3,3,1,4,3,6,100,100,150,0.0215953,7291,337620
13,20.6617,20.7155,20.7927,10.3691,10.9897,10.8343,3,3,3,4,5,3,100,50,150,0.0215104,6551,304550
14,20.763,20.6317,20.725,11.3445,10.4639,9.80139,1,2,2,4,7,9,150,150,100,0.0215372,11923,553600
15,20.7699,20.7518,20.7432,10.7827,10.1809,9.91551,1,3,2,4,7,9,50,50,100,0.0214216,12064,563170
16,20.9325,20.7163,20.8599,10.3746,9.74248,10.4255,2,3,2,4,8,7,100,100,100,0.0213233,11399,534580
17,20.6681,20.4635,21.0007,10.6322,10.1042,10.5457,1,3,1,5,2,3,50,100,50,0.0215521,5121,237610
18,20.7929,20.6539,20.5403,10.6578,10.4945,10.4073,2,3,1,5,2,7,150,50,100,0.0215954,7913,366420
19,20.8286,20.4782,20.6188,10.3602,11.0358,11.0128,1,1,3,5,3,2,50,150,150,0.0215134,5160,239850
20,20.4317,20.7649,20.8264,10.7456,10.5763,10.6135,3,1,2,5,3,7,50,100,50,0.0214845,8472,394330
21,20.6351,20.7305,20.8364,9.51469,9.37832,10.759,1,3,1,5,7,4,50,50,100,0.021481,9245,430380
22,20.673,20.7179,20.7381,9.91475,10.1536,10.4859,3,3,3,5,8,10,100,100,150,0.0215211,14126,656380
23,20.6027,20.7882,20.7664,9.53444,10.6684,10.6522,1,3,2,5,10,2,50,150,50,0.0214672,9914,461820
24,20.9558,20.7524,20.7312,10.1968,9.94832,10.7831,3,3,2,5,10,12,100,50,100,0.0214017,16701,780360
25,20.5694,20.805,20.9406,10.3972,10.5169,11.1949,2,3,3,5,11,3,50,100,150,0.0214035,11300,527950
26,20.8558,20.7953,20.4712,9.29577,10.9153,11.0876,2,2,1,5,12,4,50,50,100,0.0213904,12581,588160
27,20.452,21.1203,20.7823,10.6199,10.4089,6.691,2,3,1,6,1,2,50,50,50,0.0218341,4526,207290
28,20.8517,20.4418,20.7944,10.0534,9.67352,10.2221,1,1,2,6,2,12,100,50,100,0.0213407,11922,558650
29,20.7881,20.6553,20.7626,10.3231,10.8902,9.96678,3,2,2,6,5,2,100,50,150,0.0214751,7189,334760
30,20.692,20.6538,20.75,10.9794,9.54315,10.533,2,2,3,6,6,9,100,50,100,0.0215364,12658,587750
31,20.8995,20.7056,20.6137,9.96423,10.9099,9.36306,3,1,3,6,7,7,150,100,150,0.0215139,11974,556570
32,20.913,20.6606,20.6609,10.2316,10.3151,11.4312,3,3,3,6,7,8,150,150,50,0.0214589,12623,588240
33,20.5978,20.7388,21.8478,10.1856,10.8557,12.7962,3,1,2,6,8,1,100,150,50,0.0214518,8650,403230
34,20.7467,20.7144,20.8691,10.6897,10.433,10.4684,1,3,1,6,11,6,50,50,100,0.0213963,13978,653290
35,20.6127,20.8192,20.1,10.4161,10.5208,10.7143,1,2,1,6,12,1,50,50,100,0.0214572,11238,523740
36,20.7958,20.6914,20.7436,11.218,10.1754,10.2352,3,3,3,6,12,7,150,50,150,0.0214878,15422,717710
37,20.8603,20.7743,20.6069,10.9606,10.5317,10.5637,2,1,2,7,6,4,150,100,100,0.0213907,9850,460480
38,20.8365,20.8266,20.7112,10.6283,10.4531,11.4341,1,3,3,7,11,2,100,50,50,0.0213278,12066,565740
39,20.5935,20.7719,20.9731,11.3369,10.302,10.8517,1,2,2,7,11,5,150,50,100,0.0214562,13980,651560
40,20.7262,20.3041,20.4643,10.5964,9.20245,8.59213,3,3,3,8,1,2,150,50,100,0.0215592,6081,282060
