Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
49,12.9537,20.1743,28.5816,17.7797,10.579,3.09278,2,1,3,10,10,1,150,50,100
50,13.1513,20.2279,30,17.3217,9.79566,0.966184,3,3,1,10,11,2,50,100,50
51,12.6979,20,29.2189,17.0273,7.61905,1.91532,1,1,3,11,1,2,100,50,50
52,11.6767,20,30,18.2499,10.2041,0,1,2,2,11,4,1,100,150,50
53,13.8206,20,27.6789,15.9959,9.36975,3.35866,3,2,3,11,4,4,150,50,150
54,13.1496,20.8425,27.135,16.9096,9.69697,3.52618,1,2,3,11,11,7,100,100,100
55,11.9516,20.097,26.4617,19.0587,9.81982,4.5116,1,2,3,11,11,10,100,150,50
56,14.8991,20,26.3647,15.0875,10.6967,4.44955,2,3,1,12,4,10,50,50,50
57,14.1556,20.4285,29.7175,16.3015,9.39511,1.17866,1,1,1,12,7,3,50,100,100
58,12.849,20,29.5982,17.5135,10.4568,1.96923,1,1,2,12,8,3,150,50,50
59,12.9608,20.0792,27.0868,17.4637,9.91766,4.24444,1,1,1,12,8,6,100,150,150
