Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
1,10,20,25.7879,18.7311,9.3241,5.05019,3,2,2,1,4,5,150,150,100
2,10,20,25.7907,17.2107,10.2892,4.97126,3,3,2,1,6,10,50,100,50
3,10,20,25.7759,17.4074,10.9292,4.82347,3,2,3,1,7,6,100,100,150
4,10,20,25.7858,16.129,10.6195,4.81897,3,1,3,1,9,11,100,50,50
5,10,20,25.8118,16.9591,9.52076,5.46512,2,2,3,1,11,3,100,100,150
6,10,20,25.8,15.0442,9.41935,5.08732,1,1,3,1,12,6,100,150,150
7,10,20,25.7813,20.6452,10.4152,4.76941,3,1,1,1,12,10,50,100,100
8,10,20,25.7833,19.0707,9.64467,4.94422,3,2,2,2,1,12,150,100,100
9,10,20,25.8207,18.3529,9.64286,5.48287,1,2,1,2,3,3,150,150,150
10,10,20,25.7992,19.536,10.0637,5.24976,1,1,1,2,5,5,50,150,100
11,10,20,25.7822,19.1684,10.0635,4.90956,3,3,2,2,6,8,150,50,50
12,10,20,25.7755,20.4396,10.8705,5.05762,2,2,1,2,7,5,50,50,50
13,10,20,25.752,20.8893,9.83156,4.33673,3,2,1,2,8,6,50,100,50
14,10,20,25.7771,19.8907,9.60009,4.73743,2,1,1,2,12,9,100,100,100
15,10,20,25.7708,20.261,8.20189,4.68329,1,3,2,3,1,12,150,50,100
16,10,20,25.7961,19.424,10.2273,4.9925,2,3,2,3,3,7,100,150,50
17,10,20,25.7912,20.2477,8.96035,4.57921,1,2,2,3,5,3,100,50,100
18,10,20,25.7744,20.89,9.50846,4.63961,1,1,2,3,9,10,150,150,150
19,10,20,25.7994,19.5241,9.926,5.15424,2,2,2,3,9,11,50,100,50
20,10,20,25.8081,19.2781,8.08081,4.96815,3,1,2,4,1,8,150,100,100
21,10,20,25.7883,19.7775,10.1562,4.87036,3,1,1,4,1,10,100,50,100
22,10,20,25.8009,18.8309,9.83439,5.09295,2,2,2,4,6,6,150,100,100
23,10,20,25.7758,19.2866,10.6286,4.69509,2,3,3,4,6,8,100,100,100
24,10,20,25.7748,18.5339,10.1423,4.76268,2,1,3,4,6,9,50,150,150
25,10,20,25.7736,19.1463,10.3222,4.49393,2,3,3,4,9,4,150,100,50
26,10,20,25.7654,20.5204,10.0647,4.34449,1,2,2,4,12,6,100,50,50
27,10,20,25.8621,20.4797,11.9565,5.5814,3,1,2,5,1,1,100,100,50
28,10,20,25.8069,19.9304,9.62389,4.94205,1,2,1,5,2,9,150,100,150
29,10,20,25.8095,19.4524,10.549,5.09449,1,3,3,5,5,4,50,100,150
30,10,20,25.7839,20.8622,10.2041,4.81841,2,2,3,5,10,8,100,50,100
31,10,20,25.8094,21.0543,10.6833,4.40744,3,3,3,5,12,2,50,50,50
32,10,20,25.7496,19.9593,9.72222,4.35716,1,3,2,6,1,7,100,50,150
33,10,20,25.7838,20.9521,6.01093,4.96967,2,2,2,6,1,11,150,100,150
34,10,20,25.7756,20.3634,8.53163,5.15083,2,3,3,6,3,10,50,100,100
35,10,20,25.7961,19.3012,11.4345,5.20738,3,3,2,7,2,8,100,50,150
36,10,20,25.7832,20.2434,10.6329,5.04777,3,1,3,7,7,10,100,150,150
37,10,20,25.7962,18.5256,9.83158,5.32628,3,2,3,7,7,11,150,50,100
38,10,20,25.7902,19.3254,10.4772,5.22414,2,1,2,7,8,12,100,100,100
39,10,20,25.8045,19.3215,10.1408,5.06647,2,1,3,7,9,6,150,100,100
40,10,20,25.7751,20.1874,9.68804,4.81277,1,1,1,7,10,12,50,150,150
41,10,20,25.7948,20.6165,7,5.49863,3,2,3,8,1,6,50,100,100
42,10,20,25.7844,19.2502,9.09653,4.89365,3,1,3,8,3,9,50,100,50
43,10,20,25.7824,20.2951,10.1468,5.24412,2,1,2,8,4,3,100,50,150
44,11.1382,20,25.8129,18.4244,9.75303,5.11828,3,1,1,8,4,10,150,100,100
45,10,20,25.8049,20.0441,10.7816,5.12523,1,1,2,8,9,11,50,100,50
46,10,20,25.8112,20.512,10.7009,5.299,1,1,2,9,3,7,100,150,100
47,10,20,25.8285,19.8934,9.63606,5.21528,2,3,2,9,4,3,50,150,100
48,10,20,25.7609,18.9796,9.40469,4.16667,2,2,1,9,5,1,50,150,150
49,10,20,25.7937,19.9519,10.4175,5.27897,1,3,2,9,7,10,100,150,100
50,10,20,25.8006,19.9452,10.0274,5.06221,2,3,3,9,7,10,150,150,100
51,11.1298,20,25.79,19.1748,9.56824,4.84037,3,3,3,9,8,2,50,50,150
52,10,20,25.7866,19.4636,9.0535,5.12532,1,2,2,10,1,9,50,150,100
53,12.1858,20,25.8116,17.7965,10.2384,5.55205,2,3,3,10,6,7,150,50,150
54,12.1916,20,25.785,17.7771,9.59402,4.97278,2,2,3,10,7,8,150,150,150
55,12.2364,20,25.7543,18.5222,9.64729,4.9711,3,2,1,10,9,2,100,50,100
56,11.1278,20,25.7837,19.2779,10.1622,5.16671,1,2,1,11,2,6,100,150,100
57,13.2276,20,25.7858,16.774,10.0817,5.08301,2,3,1,11,6,6,100,150,100
