Index,CurrentCost,TotalCost,CurrentPackets,TotalPackets, TrafficIntensity
192,460,97690,15,2264,11.7917
193,710,98400,14,2278,11.8031
194,570,98970,11,2289,11.799
195,750,99720,15,2304,11.8154
196,810,100530,15,2319,11.8316
197,650,101180,15,2334,11.8477
198,730,101910,15,2349,11.8636
199,350,102260,12,2361,11.8643
200,550,102810,16,2377,11.885
201,440,103250,12,2389,11.8856
202,590,103840,15,2404,11.901
203,450,104290,14,2418,11.9113
204,620,104910,15,2433,11.9265
205,710,105620,14,2447,11.9366
206,920,106540,17,2464,11.9612
207,490,107030,18,2482,11.9903
208,650,107680,14,2496,12
209,580,108260,15,2511,12.0144
210,490,108750,15,2526,12.0286
211,370,109120,15,2541,12.0427
212,660,109780,16,2557,12.0613
213,680,110460,17,2574,12.0845
214,880,111340,14,2588,12.0935
215,740,112080,15,2603,12.107
216,570,112650,17,2620,12.1296
217,840,113490,16,2636,12.1475
218,780,114270,18,2654,12.1743
219,860,115130,17,2671,12.1963
220,430,115560,17,2688,12.2182
221,510,116070,17,2705,12.2398
222,840,116910,20,2725,12.2748
223,860,117770,17,2742,12.296
224,710,118480,17,2759,12.317
225,780,119260,16,2775,12.3333
226,510,119770,16,2791,12.3496
227,700,120470,17,2808,12.37
228,810,121280,14,2822,12.3772
229,850,122130,16,2838,12.393
230,910,123040,16,2854,12.4087
231,680,123720,17,2871,12.4286
232,790,124510,14,2885,12.4353
233,720,125230,19,2904,12.4635
234,770,126000,17,2921,12.4829
235,590,126590,16,2937,12.4979
236,860,127450,17,2954,12.5169
237,590,128040,17,2971,12.5359
238,790,128830,17,2988,12.5546
239,580,129410,17,3005,12.5732
240,1130,130540,18,3023,12.5958
241,880,131420,19,3042,12.6224
242,930,132350,17,3059,12.6405
243,460,132810,14,3073,12.6461
244,970,133780,17,3090,12.6639
245,700,134480,19,3109,12.6898
246,840,135320,16,3125,12.7033
247,1000,136320,17,3142,12.7206
248,1110,137430,17,3159,12.7379
249,590,138020,17,3176,12.755
250,780,138800,18,3194,12.776
251,500,139300,18,3212,12.7968
252,880,140180,19,3231,12.8214
253,860,141040,18,3249,12.8419
254,660,141700,16,3265,12.8543
255,620,142320,16,3281,12.8667
256,580,142900,18,3299,12.8867
257,620,143520,18,3317,12.9066
258,1070,144590,20,3337,12.9341
259,970,145560,18,3355,12.9537
260,930,146490,22,3377,12.9885
261,780,147270,18,3395,13.0077
